Date,Close
2021-01-04,119.85362243652344
2021-01-05,120.6189193725586
2021-01-06,121.88860321044922
2021-01-07,120.74935913085938
2021-01-08,120.69715881347656
2021-01-11,119.87972259521484
2021-01-12,119.18399810791016
2021-01-13,119.36661529541016
2021-01-14,118.09693908691406
2021-01-15,117.20993041992188
2021-01-19,116.18375396728516
2021-01-20,114.73143005371094
2021-01-21,114.61857604980469
2021-01-22,113.73493957519531
2021-01-25,115.6947021484375
2021-01-26,116.4383544921875
2021-01-27,112.31763458251953
2021-01-28,114.04991149902344
2021-01-29,112.1689224243164
2021-02-01,112.8338394165039
2021-02-02,112.67633819580078
2021-02-03,112.81633758544922
2021-02-04,112.88632202148438
2021-02-05,113.35877227783203
2021-02-08,113.00881958007812
2021-02-09,112.57136535644531
2021-02-10,112.17765808105469
2021-02-11,112.27392578125
2021-02-12,111.65275573730469
2021-02-16,111.91520690917969
2021-02-17,112.38764953613281
2021-02-18,113.32376098632812
2021-02-19,111.21530151367188
2021-02-22,110.74287414550781
2021-02-23,111.56524658203125
2021-02-24,111.687744140625
2021-02-25,110.74287414550781
2021-02-26,108.07444763183594
2021-03-01,108.73937225341797
2021-03-02,108.398193359375
2021-03-03,107.75074768066406
2021-03-04,106.86711120605469
2021-03-05,110.21793365478516
2021-03-08,111.38153839111328
2021-03-09,110.39290618896484
2021-03-10,111.40776824951172
2021-03-11,111.03157806396484
2021-03-12,112.10769653320312
2021-03-15,112.47513580322266
2021-03-16,112.80758666992188
2021-03-17,112.3526382446289
2021-03-18,112.59761810302734
2021-03-19,111.99395751953125
2021-03-22,113.89244079589844
2021-03-23,116.00965881347656
2021-03-24,115.97465515136719
2021-03-25,116.779541015625
2021-03-26,118.50310516357422
2021-03-29,120.35785675048828
2021-03-30,118.50310516357422
2021-03-31,118.4855728149414
2021-04-01,117.4794692993164
2021-04-05,119.37797546386719
2021-04-06,119.42173767089844
2021-04-07,119.63169860839844
2021-04-08,120.08661651611328
2021-04-09,119.3079833984375
2021-04-12,119.7891616821289
2021-04-13,118.20565032958984
2021-04-14,118.63431549072266
2021-04-15,120.0691146850586
2021-04-16,120.07787322998047
2021-04-19,119.51792907714844
2021-04-20,120.51532745361328
2021-04-21,119.7279281616211
2021-04-22,118.5392837524414
2021-04-23,117.93175506591797
2021-04-26,115.57203674316406
2021-04-27,115.50160217285156
2021-04-28,115.69532775878906
2021-04-29,116.67263793945312
2021-04-30,117.473876953125
2021-05-03,118.86505889892578
2021-05-04,118.46002197265625
2021-05-05,117.50910949707031
2021-05-06,118.9883041381836
2021-05-07,118.99710083007812
2021-05-10,121.21595001220703
2021-05-11,120.61720275878906
2021-05-12,119.34051513671875
2021-05-13,121.25994873046875
2021-05-14,121.51529693603516
2021-05-17,121.26876831054688
2021-05-18,120.02729797363281
2021-05-19,120.27381134033203
2021-05-20,121.50651550292969
2021-05-21,121.50651550292969
2021-05-24,121.47128295898438
2021-05-25,121.8851089477539
2021-05-26,121.61214447021484
2021-05-27,118.84744262695312
2021-05-28,118.73300170898438
2021-06-01,116.9984359741211
2021-06-02,117.50910949707031
2021-06-03,119.61349487304688
2021-06-04,119.70149230957031
2021-06-07,120.1153564453125
2021-06-08,118.72415161132812
2021-06-09,118.68013763427734
2021-06-10,119.56060791015625
2021-06-11,118.74178314208984
2021-06-14,118.78579711914062
2021-06-15,118.556884765625
2021-06-16,116.91038513183594
2021-06-17,117.97576141357422
2021-06-18,116.25003051757812
2021-06-21,117.16574096679688
2021-06-22,117.20972442626953
2021-06-23,117.04246520996094
2021-06-24,117.12169647216797
2021-06-25,118.79460906982422
2021-06-28,119.14682006835938
2021-06-29,118.33673095703125
2021-06-30,118.80339813232422
2021-07-01,119.07635498046875
2021-07-02,119.65748596191406
2021-07-06,119.72791290283203
2021-07-07,120.62601470947266
2021-07-08,120.60840606689453
2021-07-09,120.65243530273438
2021-07-12,120.749267578125
2021-07-13,120.59960174560547
2021-07-14,121.48889923095703
2021-07-15,122.52789306640625
2021-07-16,123.71650695800781
2021-07-19,123.65486145019531
2021-07-20,122.99449157714844
2021-07-21,122.56305694580078
2021-07-22,122.09351348876953
2021-07-23,123.85665130615234
2021-07-26,124.29082489013672
2021-07-27,124.79584503173828
2021-07-28,122.94406127929688
2021-07-29,123.58201599121094
2021-07-30,126.01853942871094
2021-08-02,125.70846557617188
2021-08-03,127.54251861572266
2021-08-04,126.19577026367188
2021-08-05,126.25775146484375
2021-08-06,125.2919921875
2021-08-09,125.97422790527344
2021-08-10,126.05400085449219
2021-08-11,126.36404418945312
2021-08-12,126.65647888183594
2021-08-13,127.26787567138672
2021-08-16,128.1538543701172
2021-08-17,128.3665313720703
2021-08-18,126.96659851074219
2021-08-19,128.46400451660156
2021-08-20,128.5525665283203
2021-08-23,127.89691162109375
2021-08-24,126.86026000976562
2021-08-25,126.4084243774414
2021-08-26,126.18689727783203
2021-08-27,126.08939361572266
2021-08-30,126.63874816894531
2021-08-31,126.16032409667969
2021-09-01,127.44505310058594
2021-09-02,127.54251861572266
2021-09-03,127.63111114501953
2021-09-07,127.15264892578125
2021-09-08,128.11842346191406
2021-09-09,127.57795715332031
2021-09-10,127.70195007324219
2021-09-13,129.07528686523438
2021-09-14,128.85382080078125
2021-09-15,128.57916259765625
2021-09-16,127.68427276611328
2021-09-17,127.88802337646484
2021-09-20,126.60333251953125
2021-09-21,126.79824829101562
2021-09-22,127.23241424560547
2021-09-23,127.7551498413086
2021-09-24,127.18809509277344
2021-09-27,125.51354217529297
2021-09-28,124.56547546386719
2021-09-29,125.83248138427734
2021-09-30,123.86552429199219
2021-10-01,123.67057037353516
2021-10-04,122.97064971923828
2021-10-05,123.44912719726562
2021-10-06,125.09710693359375
2021-10-07,126.09831237792969
2021-10-08,125.57553100585938
2021-10-11,126.09831237792969
2021-10-12,125.91221618652344
2021-10-13,126.20460510253906
2021-10-14,127.63111114501953
2021-10-15,127.95894622802734
2021-10-18,126.11604309082031
2021-10-19,124.62751007080078
2021-10-20,125.11480712890625
2021-10-21,124.21442413330078
2021-10-22,125.55165100097656
2021-10-25,125.56948852539062
2021-10-26,127.3525390625
2021-10-27,126.44315338134766
2021-10-28,127.20096588134766
2021-10-29,127.47733306884766
2021-11-01,127.16529083251953
2021-11-02,128.43124389648438
2021-11-03,129.31382751464844
2021-11-04,129.55455017089844
2021-11-05,130.19647216796875
2021-11-08,129.22467041015625
2021-11-09,129.6169891357422
2021-11-10,130.8917999267578
2021-11-11,130.51734924316406
2021-11-12,130.66000366210938
2021-11-15,131.4088897705078
2021-11-16,131.22169494628906
2021-11-17,131.1414337158203
2021-11-18,131.15927124023438
2021-11-19,130.8917999267578
2021-11-22,131.7655029296875
2021-11-23,133.22755432128906
2021-11-24,132.53219604492188
2021-11-26,131.47129821777344
2021-11-29,132.8531494140625
2021-11-30,128.89480590820312
2021-12-01,130.51734924316406
2021-12-02,131.2840576171875
2021-12-03,133.61984252929688
2021-12-06,135.64356994628906
2021-12-07,135.28695678710938
2021-12-08,135.8931884765625
2021-12-09,136.6866455078125
2021-12-10,138.594482421875
2021-12-13,140.56472778320312
2021-12-14,141.08177185058594
2021-12-15,141.62559509277344
2021-12-16,143.6315155029297
2021-12-17,140.37750244140625
2021-12-20,140.73410034179688
2021-12-21,140.6449432373047
2021-12-22,142.03570556640625
2021-12-23,142.73106384277344
2021-12-27,144.398193359375
2021-12-28,145.17379760742188
2021-12-29,146.37738037109375
2021-12-30,145.11146545410156
2021-12-31,145.8335418701172
2022-01-03,145.22731018066406
2022-01-04,145.7354736328125
2022-01-05,146.3952178955078
2022-01-06,145.16494750976562
2022-01-07,145.08468627929688
2022-01-10,143.10552978515625
2022-01-11,141.4473114013672
2022-01-12,141.7593231201172
2022-01-13,141.11744689941406
2022-01-14,142.47254943847656
2022-01-18,139.7266845703125
2022-01-19,144.42495727539062
2022-01-20,145.2047576904297
2022-01-21,145.760498046875
2022-01-24,144.5773468017578
2022-01-25,142.9998016357422
2022-01-26,141.7539520263672
2022-01-27,142.63230895996094
2022-01-28,143.8602752685547
2022-01-31,143.81546020507812
2022-02-01,143.17909240722656
2022-02-02,145.74256896972656
2022-02-03,147.1228790283203
2022-02-04,144.78350830078125
2022-02-07,143.69894409179688
2022-02-08,143.3762969970703
2022-02-09,143.05360412597656
2022-02-10,140.87550354003906
2022-02-11,140.08673095703125
2022-02-14,140.49008178710938
2022-02-15,140.56179809570312
2022-02-16,141.62843322753906
2022-02-17,143.2507781982422
2022-02-18,143.3224639892578
2022-02-22,141.55673217773438
2022-02-23,139.7909698486328
2022-02-24,136.0263671875
2022-02-25,141.8345947265625
2022-02-28,139.72821044921875
2022-03-01,137.4156951904297
2022-03-02,137.84591674804688
2022-03-03,138.3568572998047
2022-03-04,139.05596923828125
2022-03-07,136.99441528320312
2022-03-08,131.57167053222656
2022-03-09,133.34637451171875
2022-03-10,129.9134521484375
2022-03-11,128.37179565429688
2022-03-14,130.0120391845703
2022-03-15,134.69090270996094
2022-03-16,134.2337646484375
2022-03-17,134.65499877929688
2022-03-18,134.58331298828125
2022-03-21,135.09420776367188
2022-03-22,136.1339569091797
2022-03-23,135.18385314941406
2022-03-24,135.41690063476562
2022-03-25,136.98545837402344
2022-03-28,137.92660522460938
2022-03-29,139.34280395507812
2022-03-30,138.3837127685547
2022-03-31,136.9585723876953
2022-04-01,139.01116943359375
2022-04-04,138.10586547851562
